[2026-01-16T01:53:19.152Z] ACCESS: superadmin@ev.com | URL: /clinics | TokenRole: undefined
[2026-02-24T07:38:05.856Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:38:06.111Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:38:06.129Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:38:06.245Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:38:06.266Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:38:10.526Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:38:16.161Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:38:16.180Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:38:16.247Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:38:16.277Z] ACCESS: sonu@gmail.com | URL: /activities | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:38:16.308Z] ACCESS: sonu@gmail.com | URL: /activities | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:38:16.309Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:38:20.525Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:38:30.538Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:38:32.192Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:38:32.211Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:38:32.278Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:38:32.295Z] ACCESS: sonu@gmail.com | URL: /booking-config | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:38:32.323Z] ACCESS: sonu@gmail.com | URL: /booking-config | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:38:32.325Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:38:33.473Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:38:33.498Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:38:33.624Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:38:33.640Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:38:40.532Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:38:50.541Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:39:00.537Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:39:10.534Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:39:20.537Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:39:30.529Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:39:40.533Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:39:50.529Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:40:00.528Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:40:10.520Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:40:20.530Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:40:30.542Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:40:40.531Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:40:50.541Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:41:00.534Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:41:10.530Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:41:20.520Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:41:30.531Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:41:40.534Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:41:50.534Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:42:00.529Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:42:10.527Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:42:20.525Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:42:30.523Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:42:40.527Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:42:50.524Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:43:00.554Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:43:10.541Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:43:20.537Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:43:30.529Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:43:40.541Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:43:50.536Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:44:00.521Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:44:10.534Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:44:20.530Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:44:30.528Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:44:40.533Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:44:50.540Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:45:00.534Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:45:10.529Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:45:20.532Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:45:30.534Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:45:40.533Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:45:50.519Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:46:00.535Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:46:10.535Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:46:20.528Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:46:30.536Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:46:40.528Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:46:47.385Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:46:47.406Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:46:47.746Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:46:47.762Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:46:50.529Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:46:55.369Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:46:55.391Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:46:55.527Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:46:55.550Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:47:00.526Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:47:10.538Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:47:20.537Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:47:30.526Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:47:40.531Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:47:50.529Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:48:00.518Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:48:10.536Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:48:20.531Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:48:30.519Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:48:40.537Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:48:50.534Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:49:00.536Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:49:04.183Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:49:04.204Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:49:04.547Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:49:04.563Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:49:05.763Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:49:05.782Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:49:05.906Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:49:05.922Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:49:09.843Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:49:09.859Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:49:10.333Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:49:10.350Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:49:10.538Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:49:20.532Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:49:30.526Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:49:40.537Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:49:50.536Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:50:00.531Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:50:10.536Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:50:20.535Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-24T07:50:34.563Z] ACCESS: superadmin@ev.com | URL: /clinics | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:34.569Z] ACCESS: superadmin@ev.com | URL: /staff | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:35.559Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:35.629Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:35.636Z] ACCESS: superadmin@ev.com | URL: /staff | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:35.647Z] ACCESS: superadmin@ev.com | URL: /clinics | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:35.651Z] ACCESS: superadmin@ev.com | URL: /stats?role=SUPER_ADMIN | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:35.653Z] ACCESS: superadmin@ev.com | URL: /unread-count | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:35.742Z] ACCESS: superadmin@ev.com | URL: /unread-count | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:35.787Z] ACCESS: superadmin@ev.com | URL: /stats?role=SUPER_ADMIN | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:37.277Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:37.307Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:37.408Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:37.434Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:39.052Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:39.084Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:39.128Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:39.151Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:39.675Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:39.697Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:39.735Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:39.773Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:40.568Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:40.601Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:40.632Z] ACCESS: superadmin@ev.com | URL: /invoices?status=all&startDate=&endDate=&clinicId=&search= | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:40.634Z] ACCESS: superadmin@ev.com | URL: /reports?status=all&startDate=&endDate=&clinicId= | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:40.682Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:40.688Z] ACCESS: superadmin@ev.com | URL: /invoices?status=all&startDate=&endDate=&clinicId=&search= | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:40.727Z] ACCESS: superadmin@ev.com | URL: /reports?status=all&startDate=&endDate=&clinicId= | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:40.758Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:42.085Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:42.106Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:42.179Z] ACCESS: superadmin@ev.com | URL: /audit-logs? | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:42.195Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:42.229Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:42.245Z] ACCESS: superadmin@ev.com | URL: /audit-logs? | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:44.169Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:44.233Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:44.262Z] ACCESS: superadmin@ev.com | URL: /settings | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:44.264Z] ACCESS: superadmin@ev.com | URL: /system/storage | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:44.277Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:44.327Z] ACCESS: superadmin@ev.com | URL: /settings | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:44.331Z] ACCESS: superadmin@ev.com | URL: /system/storage | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:44.342Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:45.598Z] ACCESS: superadmin@ev.com | URL: /unread-count | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:53.575Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:53.648Z] ACCESS: superadmin@ev.com | URL: /unread-count | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:53.666Z] ACCESS: superadmin@ev.com | URL: /clinics | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:53.667Z] ACCESS: superadmin@ev.com | URL: /staff | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:53.668Z] ACCESS: superadmin@ev.com | URL: /stats?role=SUPER_ADMIN | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:53.670Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:53.704Z] ACCESS: superadmin@ev.com | URL: /unread-count | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:53.814Z] ACCESS: superadmin@ev.com | URL: /stats?role=SUPER_ADMIN | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:55.337Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:55.338Z] ACCESS: superadmin@ev.com | URL: /settings | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:55.348Z] ACCESS: superadmin@ev.com | URL: /system/storage | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:55.409Z] ACCESS: superadmin@ev.com | URL: /system/storage | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:55.413Z] ACCESS: superadmin@ev.com | URL: /settings | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:55.443Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:55.484Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:55.509Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:57.440Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:57.464Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:57.515Z] ACCESS: superadmin@ev.com | URL: /audit-logs? | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:57.534Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:57.581Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:57.583Z] ACCESS: superadmin@ev.com | URL: /audit-logs? | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-24T07:50:59.904Z] ACCESS: proclinic@gmail.com | URL: /clinics/my | DbRole: ADMIN | TokenRole: ADMIN
[2026-02-24T07:50:59.926Z] ACCESS: proclinic@gmail.com | URL: /select-clinic | DbRole: ADMIN | TokenRole: ADMIN
